1;Yamile Cardona Maya;SISCO;In-Line Fiber-Optic Viscometer for Internal Combustion Engine Lubricant Oils;YAMILE CARDONA MAYA - CESAR AUGUSTO ISAZA MERINO - PEDRO IGNACIO TORRES TRUJILLO - ;10.1364/FIO.2014.FTu2B.2;2014;0747668X;Estados Unidos Digest of Technical Papers - IEEE International Conference on Consumer Electronics;IEEE Publications
12;V°ctor Daniel  Gil Vera;SISCO;An Overview of the Colombian Market for Standarized Derivatives of Energy Commodities;VICTOR DANIEL GIL VERA - ;10.1109/TLA.2015.7273774;2015;15480992;Estados Unidos IEEE Latin America Transactions;Institute of Electrical and Electronics Engineers -  - 
13;V°ctor Daniel  Gil Vera;SISCO;Content Management Systems (CMS): a systematic literature review;VICTOR DANIEL GIL VERA - ;10.21500/20275846.1724;2015;20275846;Colombia Ingenier°as USBMed;UNIVERSIDAD DE SAN BUENAVENTURA -  - 
14;V°ctor Daniel  Gil Vera;SISCO;Modelo de Simulaci¢n de Estrategias de Inversi¢n para Papicultores Colombianos;VICTOR DANIEL GIL VERA - ;10.21501/21454086.1500;2015;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ -  - 
15;V°ctor Daniel  Gil Vera;SISCO;Seguridad inform†tica organizacional: un modelo de simulaci¢n basado en din†mica de sistemas;VICTOR DANIEL GIL VERA - ;NA;2017;1221701;Colombia Scientia Et Technica;Editorial Universidad Tecnol¢gica de Pereira -  - 
16;V°ctor Daniel  Gil Vera;SISCO;Learning Analytics and Scholar Dropout: A Predictive Model;VICTOR DANIEL GIL VERA - ;NA;2017;19909233;Pakist†n Middle East Journal of Scientific Research;International Digital Organization for Scientific Information -  - 
17;V°ctor Daniel  Gil Vera;SISCO;An†lisis del aprendizaje:una revisi¢n sistem†tica de literatura;VICTOR DANIEL GIL VERA - ;NA;2018;20278101;Colombia Revista Activa Tecnol¢gico De Antioquia;Litografia Dinamica -  - 
18;V°ctor Daniel  Gil Vera;SISCO;Forecasting Electricity Demand for Small Colombian Populations;VICTOR DANIEL GIL VERA - ;NA;2015;20278101;Colombia Revista Activa Tecnol¢gico De Antioquia;Litografia Dinamica -  - 
19;V°ctor Daniel  Gil Vera;SISCO;INTELLIGENT TUTORIAL SYSTEM FOR LEARNING OF BASIC AND OPERATIONAL MATH;VICTOR DANIEL GIL VERA - ;NA;2017;1245481;Colombia Journal of Science Education;Uan -  - 
20;V°ctor Daniel  Gil Vera;SISCO;PRON‡STICO DE LA DEMANDA MENSUAL DE ELECTRICIDAD CON SERIES DE TIEMPO;VICTOR DANIEL GIL VERA - ;10.24050/reia.v13i26.749;2016;17941237;Colombia Revista Eia;ESCUELA DE INGENIER÷A DE ANTIOQUIA -  - 
21;V°ctor Daniel  Gil Vera;SISCO;Necesidad de reconocimiento y s°ndrome de selfie: un an†lisis relacional basado en miner°a de datos;VICTOR DANIEL GIL VERA - ;10.21500/20275846.2835;2017;20275846;Colombia Ingenier°as USBMed;UNIVERSIDAD DE SAN BUENAVENTURA -  - 
22;V°ctor Daniel  Gil Vera;SISCO;Intellectual Quotient and Social Cognition in Young Offenders: A Relational Analysis;CATALINA QUINTERO LOPEZ - VICTOR DANIEL GIL VERA - ;10.5539/mas.v14n12p16;2020;19131844;Canad† Modern Applied Science;Canadian Center of Science and Education - 
23;V°ctor Daniel  Gil Vera;SISCO;Structural Equation Model: an Analysis of Learning Management Systems Acceptance;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ISABEL CRISTINA PUERTA LOPERA - ;10.5539/mas.v14n11p50;2020;19131844;Canad† Modern Applied Science;Canadian Center of Science and Education
24;V°ctor Daniel  Gil Vera;SISCO;Clustering Applied to the Education: A K-means and Hierarchical Application;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ISABEL CRISTINA PUERTA LOPERA - ;10.5539/res.v12n3p66;2020;19187173;Canad† Review of European Studies;Canadian Center of Science and Education
25;V°ctor Daniel  Gil Vera;SISCO;Capacidades de aprendizaje en ni§os con autismo: un an†lisis relacional;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ;10.48082/espacios-a20v41n48p25;2020;7981015;Venezuela Espacios;Sociacion de Profesionales y Tecnicos del CONICIT - 
26;V°ctor Daniel  Gil Vera;SISCO;Development of a general crowdsourcing maturity model;VICTOR DANIEL GIL VERA - CARLOS MARIO DURANGO YEPES - ;NA;2016;1204645;Colombia Cuadernos De Administraci¢n;Universidad del Valle - 
27;V°ctor Daniel  Gil Vera;SISCO;Miner°a de Datos Aplicada a la Detecci¢n de la Deserci¢n en Adolescentes Infractores;VICTOR DANIEL GIL VERA - ANGELICA PATRICIA VELASCO LOPEZ - ;10.21500/20275846.2420;2016;20275846;Colombia Ingenier°as USBMed;UNIVERSIDAD DE SAN BUENAVENTURA - 
28;V°ctor Daniel  Gil Vera;SISCO;Impact of sport on social cognition: an analysis based on structural equational models;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - CAROLINA VASQUEZ LOPEZ - ;10.7752/jpes.2020.01004;2020;2247806X;Rumania JOURNAL OF PHYSICAL EDUCATION AND SPORT;
29;V°ctor Daniel  Gil Vera;SISCO;A Comparative Analysis of the Anxiety in Offenders of the Law Based on Structural Equational Models;CATALINA QUINTERO LOPEZ - VICTOR DANIEL GIL VERA - ;10.5539/mas.v14n2p65;2020;19131844;Canad† Modern Applied Science;Canadian Center of Science and Education - 
30;V°ctor Daniel  Gil Vera;SISCO;Strategic foresight: a case of application in power generating companies;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - JAVIER SEBASTIAN RUIZ SANTACRUZ - ;NA;2020;7981015;Venezuela Espacios;Sociacion de Profesionales y Tecnicos del CONICIT
31;V°ctor Daniel  Gil Vera;SISCO;Should an Effective Language Learning Be through the Development of Just One Language Skill?;VICTOR DANIEL GIL VERA - BAIRON JARAMILLO VALENCIA - ;NA;2019;10520147;Estados Unidos Qualitative Report;Nova Southeastern University - 
32;V°ctor Daniel  Gil Vera;SISCO;Classification of Adolescent Offenders of the Law with Radial Neural Network Bases Function;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ISABEL CRISTINA PUERTA LOPERA - GABRIEL JAIME CORREA HENAO;;;;;
33;V°ctor Daniel  Gil Vera;SISCO;Global reading and writing methodology: analysis of a software implementation on first-graders;VICTOR DANIEL GIL VERA - BAIRON JARAMILLO VALENCIA - SONIA RUTH QUINTERO ARRUBLA - ;NA;2019;7981015;Estados Unidos Espacios;Sociacion de Profesionales y Tecnicos del CONICIT
34;V°ctor Daniel  Gil Vera;SISCO;Development of an Emotional Salary Model: a Case of Application;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ISABEL CRISTINA PUERTA LOPERA - LUIS FERNANDO QUINTERO ARANGO;;;;;
35;V°ctor Daniel  Gil Vera;SISCO;Structural Equation Model for Studying the Autism Spectrum Disorder;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ;NA;2019;19909233;Pakist†n Middle East Journal of Scientific Research;International Digital Organization for Scientific Information - 
36;V°ctor Daniel  Gil Vera;SISCO;A Text Mining Approach of the Femicide in Colombia and Mexico: A Comparative Analysis;VICTOR DANIEL GIL VERA - JUAN DIEGO BETANCUR ARIAS - ;NA;2018;19909233;Pakist†n Middle East Journal of Scientific Research;International Digital Organization for Scientific Information - 
37;V°ctor Daniel  Gil Vera;SISCO;K-Means Clustering Application: A Monetary Poverty Analysis of Colombian Regions;VICTOR DANIEL GIL VERA - ISABEL CRISTINA PUERTA LOPERA - ;NA;2019;19909233;Pakist†n Middle East Journal of Scientific Research;International Digital Organization for Scientific Information - 
38;V°ctor Daniel  Gil Vera;SISCO;Frameworks para el desarrollo de prototipos WEB: Un caso de aplicaci¢n;VICTOR DANIEL GIL VERA - ;NA;2018;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ -  - 
39;V°ctor Daniel  Gil Vera;SISCO;Classifying Death Causes with Hierarchical Clustering: The Colombian Case;VICTOR DANIEL GIL VERA - ISABEL CRISTINA PUERTA LOPERA - ;NA;2018;19909233;Pakist†n Middle East Journal of Scientific Research;International Digital Organization for Scientific Information - 
40;V°ctor Daniel  Gil Vera;SISCO;An†lisis de sentimientos sobre el impacto social de proyectos de vivienda en AmÇrica Latina: el caso un TECHO para mi pa°s (Colombia;VICTOR DANIEL GIL VERA - ;NA;2018;7981015;Venezuela Espacios; -  - 
41;V°ctor Daniel  Gil Vera;SISCO;A Bibliometric Analysis of the Learning Analytics Application in the Education;VICTOR DANIEL GIL VERA - ;10.3923/jeasci.2017.7849.7858;2017;1816949X;Pakist†n Journal of Engineering and Applied Sciences;Medwell Journals -  - 
42;Alexei Serna A.;SISCO;Crisis de la Ingenier°a en Colombia - Estado de la Cuesti¢n;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2015;1233033;Colombia Ingenier°a Y Competitividad;Facultad De Ingenieria Universidad Del Valle - 
43;Alexei Serna A.;SISCO;Ontology for knowledge management in software maintenance;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.1016/j.ijinfomgt.2014.06.005;2014;2684012;Inglaterra International Journal of Information Management;Elsevier Science - 
44;Alexei Serna A.;SISCO;State of the Art in the Research of Formal Verification;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.1007/s11043-.;2014;14057743;MÇxico Ingenier°a Investigaci¢n y Tecnolog°a;Universidad Nacional Autonoma de MÇxico - 
45;Alexei Serna A.;SISCO;Formal specification in context: current and future;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.4067/S0718-33052014000200010;2014;7183305;Chile Ingeniare;Departamento De Computacion Universidad De Tarapaca - 
46;Alexei Serna A.;SISCO;Strategic Principles of Free Software and its Relation with Process Reengineering;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2014;1245821;Colombia Revista Virtual Universidad Cat¢lica Del Norte;Universidad Catolica Del Norte - 
47;Alexei Serna A.;SISCO;Is it in crisis engineering in the world? A literature review;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2013;1206230;Colombia Revista Facultad de Ingenieria;Editorial Universidad de Antioquia - 
48;Alexei Serna A.;SISCO;An Evaluation of Free Tools for Software Testing;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2012;1245821;Colombia Revista Virtual Universidad Cat¢lica Del Norte;Universidad Catolica Del Norte - 
49;Alexei Serna A.;SISCO;Maturity model of transdisciplinary knowledge management;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.1016/j.ijinfomgt.2015.07.002;2015;2684012;Pa°ses Bajos International Journal of Information Management;Elsevier Science - 
50;Alexei Serna A.;SISCO;Una revisi¢n a los procesos de la ciencia - la tecnolog°a y la innovaci¢n;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2013;19003803;Colombia Entramado;Universidad Libre
51;Alexei Serna A.;SISCO;La investigaci¢n en verificaci¢n formal - Un estado del arte;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2013;19941536;Cuba Revista Cubana De Ciencias Inform†ticas; - 
52;Alexei Serna A.;SISCO;El papel de los productos de la ingenier°a de software en el problema del cambio clim†tico;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2013;16578236;Colombia Gerencia Tecnologica Informatica - Gti;Division Editorial Y Publicaciones Universidad Industrial De Santander - 
53;Alexei Serna A.;SISCO;Critical analysis of proposals to generate test cases from use cases for functional testing;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2010;16577663;Colombia Avances En Sistemas E Inform†tica;Universidad Nacional De Colombia Sede Medellin - 
54;Alexei Serna A.;SISCO;Challenges and practical strategies of the empirical studies on software testing techniques;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2011;1233033;Colombia Ingenier°a Y Competitividad;Facultad De Ingenieria Universidad Del Valle - 
55;Alexei Serna A.;SISCO;An Evaluation of Free Tools for Software Testing;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2012;1245821;Colombia Revista Virtual Universidad Cat¢lica Del Norte;Universidad Catolica Del Norte - 
56;Alexei Serna A.;SISCO;Formal Methods in Industry;ALEXEI SERNA A. - ;NA;2012;22487441;Colombia Revista Antioque§a de las Ciencias Computacionales y la Ingenier°a de Software (RACCIS); -  - 
57;Alexei Serna A.;SISCO;The role of software engineering products on problem of climate change;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2013;20278330;Colombia Revista Gti;Publindex - 
58;Alexei Serna A.;SISCO;Revisi¢n a los procesos de investigaci¢n en la IS de los juegos de computador;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2010;20275846;Colombia Ingenier°as USBMed;UNIVERSIDAD DE SAN BUENAVENTURA - 
59;Alexei Serna A.;SISCO;Timeline of Computer Science;ALEXEI SERNA A. - ;NA;2010;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ -  - 
60;Alexei Serna A.;SISCO;Can it define what is content from the information management?;ALEXEI SERNA A. - EDGAR SERNA M. - ROBERTO CARLOS GUEVARA CALUME - ;10.5209/RGID.56567;2017;11321873;Colombia Revista General de Informacion y Documentacion;Cesic Universidad Complutense De Madrid
61;Alexei Serna A.;SISCO;Knowledge meaning and management in requirements engineering;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.1016/j.ijinfomgt.2017.01.005;2017;2684012;Pa°ses Bajos International Journal of Information Management;Elsevier Science - 
62;Alexei Serna A.;SISCO;Complejidad y Pensamiento Complejo para innovar los procesos formativos en ingenier°a;ALEXEI SERNA A. - EDGAR SERNA M. - ;NA;2017;16908627;Estados Unidos Revista Iberoamericana En Sistemas - CibernÇtica E Inform†tica;International Institute Of Informatics And Systemics
63;Alexei Serna A.;SISCO;Science and Disciplinarity;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.18041/entramado.2016v12n1.23111;2016;19003803;Colombia Entramado;Universidad Libre - 
64;Alexei Serna A.;SISCO;Framework to elicit multidimensional requirements;EDGAR SERNA M. - ALEXEI SERNA A. - ;10.11144/Javeriana.iyu22-2.femr;2018;20112769;Colombia Ingenieria y Universidad;Pontificia Universidad Javeriana - 
65;Alexei Serna A.;SISCO;A framework for knowledge management in requirements engineering;ALEXEI SERNA A. - EDGAR SERNA M. - ;10.1504/IJKMS.2018.089694;2018;17438276;Reino Unido International Journal of Knowledge Management Studies;Inderscience Publishers - 
66;Amilkar David Alvarez Cuadrado;SISCO;Evaluaci¢n de la vulnerabilidad ante amenazas naturales en cuencas hidrogr†ficas;AMILKAR DAVID ALVAREZ CUADRADO - ;NA;2005;1203630;Colombia Bolet°n De Ciencias De La Tierra; -  - 
67;Amilkar David Alvarez Cuadrado;SISCO;Definici¢n de Retiros en Cuencas Urbanas del Valle de Aburr†;AMILKAR DAVID ALVAREZ CUADRADO - ;NA;2003;1215701;Colombia Avances En Recursos Hidr†ulicos;Universidad Nacional de Colombia -  - 
68;andres mauricio grisales aguirre;SISCO;Predictores psicol¢gicos del riesgo suicida en estudiantes universitarios;ANDRES MAURICIO GRISALES AGUIRRE - ANYERSON STITHS GOMEZ TABARES - VICENTE CABALLO MANRIQUE - MARIA PAULA AGUDELO OSORIO;;;;;
69;andres mauricio grisales aguirre;SISCO;Riesgo e Ideaci¢n Suicida y su Relaci¢n con la Impulsividad y la Depresi¢n en Adolescentes Escolares;ANDRES MAURICIO GRISALES AGUIRRE - ANYERSON STITHS GOMEZ TABARES - MARIA PAULA AGUDELO OSORIO - ;10.21865/RIDEP54.1.12;2020;21836051;Argentina Revista Iberoamericana de Diagnostico y Evaluacion Psicologica;Asociacion Iberoamericana de Diagnostico y Evaluacion
70;andres mauricio grisales aguirre;SISCO;NA;NA;NA;NA;NA;NA;NA -  -  - 
71;andres mauricio grisales aguirre;SISCO;Uso de recursos TIC en la ense§anza de las matem†ticas: retos y perspectivas;ANDRES MAURICIO GRISALES AGUIRRE - ;NA;2018;19003803;Colombia Entramado;Universidad Libre -  - 
72;andres mauricio grisales aguirre;SISCO;Acerca de las bifurcaciones de un convertidor ZAD-?uk;ANDRES MAURICIO GRISALES AGUIRRE - ANDRES FELIPE AMADOR RODRIGUEZ - SIMEON CASANOVA TRUJILLO - ;NA;2017;1221701;Colombia Scientia Et Technica;Editorial Universidad Tecnol¢gica de Pereira
73;Bernardo Hugo Arboleda Montoya;SISCO;NA;NA;NA;NA;NA;NA;NA -  -  - 
74;Bernardo Hugo Arboleda Montoya;SISCO;Nuevas Herramientas Tecnol¢gicas como apoyos de aprendizaje en la Educaci¢n a Distancia;BERNARDO HUGO ARBOLEDA MONTOYA - ;NA;1996;1214039;Colombia Revista Alborada;Fundaci¢n Universitaria Luis Amig¢ -  - 
75;Bernardo Hugo Arboleda Montoya;SISCO;Relaci¢n estrategias did†cticas y TIC en el marco de pr†cticas pedag¢gicas de los docentes de instituciones educativas de Medell°n;BERNARDO HUGO ARBOLEDA MONTOYA - MILTON CASTELLANO ASCENSIO - ;NA;2013;1245821;Colombia Revista Virtual Universidad Cat¢lica Del Norte;Universidad Catolica Del Norte - 
76;Byron Enrique Portilla Rosero;SISCO;Un Enfoque para la Creaci¢n de Tareas Rob¢ticas Autosanables Basado en el Paradigma de Computaci¢n en la Nube;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2012;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ - 
77;Byron Enrique Portilla Rosero;SISCO;Computaci¢n en la Nube como Modelo Distribuido para la Interacci¢n de Plataformas Rob¢ticas;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2013;2322939X;Colombia V°nculos;Publicaciones Universidad Distrital Francisco Jose De Caldas - 
78;Byron Enrique Portilla Rosero;SISCO;UNA ARQUITECTURA DE APRENDIZAJE PARA DISMINUIR EL RIESGO DE FALLA DE SERVICIOS WEB DURANTE SU COMPOSICI‡N;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2010;16927257;Colombia Revista Colombiana De Tecnolog°as De Avanzada;Java Eu - 
79;Byron Enrique Portilla Rosero;SISCO;Modelo de aprendizaje de maquinas para reducir las fallas de instanciaci¢n en composiciones de servicios;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2009;19002351;Colombia Revista Politecnica;Politecnico Colombiano Jaime Isaza Cadavid - 
80;Byron Enrique Portilla Rosero;SISCO;Arquitectura de aprendizaje para el manejo de riesgo de falla en ambientes de composici¢n de servicios Web.;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2008;16577663;Colombia Avances En Sistemas E Inform†tica;Universidad Nacional De Colombia Sede Medellin - 
81;Byron Enrique Portilla Rosero;SISCO;Un An†lisis al Estado del Arte en el Manejo de Riesgos de Falla Durante la Composici¢n de Servicios Web Parcialmente Especificados;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2008;16927257;Colombia Revista Colombiana De Tecnolog°as De Avanzada;Java Eu - 
82;Byron Enrique Portilla Rosero;SISCO;Aproximaci¢n a una ontolog°a para lenguajes de modelado gr†fico;BYRON ENRIQUE PORTILLA ROSERO - JAIME ALBERTO GUZMAN LUNA - ;NA;2008;1214993;Colombia Revista De Ingenier°a;Centro de Estudios Sobre Desarrollo Econ¢mico - Universidad de los Andes
83;Eder Alonso Acevedo Mar°n;SISCO;Comunidades de Redes inal†mbricas (ALTRED) - bas†ndose en el uso e implementaci¢n de Software Libre;EDER ALONSO ACEVEDO MARIN - ;NA;2005;1239678;Colombia Ventana Inform†tica;Universidad de Manizales - 
84;Eder Alonso Acevedo Mar°n;SISCO;CONSTRUCCI‡N DE UN REPOSITORIO DE ACTIVOS DE SOFTWARE PARA EL DESARROLLO µGIL DE APLICACIONES APLICANDO UN MêTODO PARA EL REUSO;EDER ALONSO ACEVEDO MARIN - JAVIER FERNANDEZ LEDESMA - YEIMAR ALONSO CASTRO MATURANA - JULIAN ALBERTO RIVERA ORTIZ;;;;;
85;Eder Alonso Acevedo Mar°n;SISCO;PROPUESTA DE UN SISTEMA DE RECOMENDACI‡N HIBRIDO SEMµNTICO DE OBJETOS DE APRENDIZAJE EN EL µREA DE EDUCACI‡N AMBIENTAL BASADO EN LINKED DATA;EDER ALONSO ACEVEDO MARIN - JAIME ALBERTO GUZMAN LUNA - ;NA;2017;16927257;Colombia Revista Colombiana De Tecnolog°as De Avanzada;Java Eu - 
86;Edgar AndrÇs Chavarriaga Miranda;SISCO;OBTENCI‡N Y CARACTERIZACI‡N DEL PIGMENTO CERµMICO CuCr?O? POR LOS MêTODOS ALTERNATIVOS DE S÷NTESIS: MICELAS NORMALES Y GEL CITRATO;EDGAR ANDRES CHAVARRIAGA MIRANDA - JUAN FERNANDO MONTOYA - JUAN CAMILO RESTREPO GUTIERREZ - OSCAR JAIME RESTREPO BAENA;;;;;
87;Edgar AndrÇs Chavarriaga Miranda;SISCO;Synthesis and spectroscopic characterization of nanoparticles of TiO2 doped with Pt produced via the self-combustion route;ALEX ARBEY LOPERA SEPULVEDA - EDGAR ANDRES CHAVARRIAGA MIRANDA - HUGO ARMANDO ESTUPINAN DURAN - GLORIA CRISTINA VALENCIA URIBE;;;;;
88;Edgar AndrÇs Chavarriaga Miranda;SISCO;S°ntesis y caracterizaci¢n de pigmentos tipo espinela CuCr2O4 a travÇs del mÇtodo autocombusti¢n en soluci¢n;EDGAR ANDRES CHAVARRIAGA MIRANDA - NATALIA BETANCUR GRANADOS - JUAN FERNANDO MONTOYA - OSCAR JAIME RESTREPO BAENA;;;;;
89;Edgar AndrÇs Chavarriaga Miranda;SISCO;S°ntesis y caracterizaci¢n de la Espinela FeCr2O4;JUAN FERNANDO MONTOYA - EDGAR ANDRES CHAVARRIAGA MIRANDA - STIVEN VILLADA GIL - ANDRES MAURICIO MUNOZ GARCIA;;;;;
90;Edgar AndrÇs Chavarriaga Miranda;SISCO;Aplicaci¢n del modelo de color Kubelka Munk en esmaltes de cer†mica tradicional;EDGAR ANDRES CHAVARRIAGA MIRANDA - JUAN FERNANDO MONTOYA - NELSON ALONSO CORREA ROJAS - OSCAR JAIME RESTREPO BAENA;;;;;
91;Edgar AndrÇs Chavarriaga Miranda;SISCO;Obtenci¢n de Pigmentos Inorg†nicos para la Industria Cer†mica por S°ntesis Alternativa de Combusti¢n en Soluci¢n;EDGAR ANDRES CHAVARRIAGA MIRANDA - OSCAR JAIME RESTREPO BAENA - ;NA;2015;1221701;Colombia Scientia Et Technica;Editorial Universidad Tecnol¢gica de Pereira - 
92;Edgar AndrÇs Chavarriaga Miranda;SISCO;Color prediction in ceramic enamels using the kubelka munk model;EDGAR ANDRES CHAVARRIAGA MIRANDA - JUAN FERNANDO MONTOYA - NELSON ALONSO CORREA ROJAS - OSCAR JAIME RESTREPO BAENA;;;;;
93;Edgar AndrÇs Chavarriaga Miranda;SISCO;Effect of the Fuels Glycine - Urea and Citric Acid on Synthesis of the Ceramic Pigment ZnCr2O4 by Solution Combustion;EDGAR ANDRES CHAVARRIAGA MIRANDA - JUAN FERNANDO MONTOYA - OSCAR JAIME RESTREPO BAENA;;;;;
94;Edgar AndrÇs Chavarriaga Miranda;SISCO;Synthesis of Hydraulically Active Calcium Silicates Produced by Combustion Methods;JUAN CAMILO RESTREPO GUTIERREZ - EDGAR ANDRES CHAVARRIAGA MIRANDA - JORGE IVAN TOBON - - OSCAR JAIME RESTREPO BAENA;;;;;
95;Edgar AndrÇs Chavarriaga Miranda;SISCO;Effect of salt concentration on the electrical and morphological properties of calcium phosphates obtained via microwave-induced combustion synthesis;ALEX ARBEY LOPERA SEPULVEDA - EDGAR ANDRES CHAVARRIAGA MIRANDA - HUGO ARMANDO ESTUPINAN DURAN - CLAUDIA PATRICIA GARCIA GARCIA;;;;;
96;Edgar AndrÇs Chavarriaga Miranda;SISCO;Synthesis by combustion in solution of Zn2TiO4+Ag for photocatalytic and photodynamic applications in the visible;ALEX ARBEY LOPERA SEPULVEDA - EDGAR ANDRES CHAVARRIAGA MIRANDA - CLAUDIA PATRICIA GARCIA GARCIA - ;10.1088/1742-6596/935/1/012013;2017;17426588;Alemania Journal of Physics: Conference Series;
97;Edgar AndrÇs Chavarriaga Miranda;SISCO;Tuning the magnetocaloric properties of La0.7Ca0.3MnO3 manganites through Ni-doping;ADRIAN GOMEZ ZAPATA - EDGAR ANDRES CHAVARRIAGA MIRANDA - IVAN SUPELANO GARCIA - CARLOS ARTURO PARRA VARGAS;;;;;
